id,date,academicYear,weekday,scheduleType,unitCode,unitName,startTime,endTime,hours,hourlyWage,sourceHourSettingId,createdAt
ROW_1783913102560_9440,2025-10-16,114,星期四,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_69398,2025-10-16,114,星期四,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_65740,2025-10-16,114,星期四,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_78641,2025-10-17,114,星期五,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_46024,2025-10-17,114,星期五,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_40579,2025-10-17,114,星期五,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_48354,2025-10-17,114,星期五,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_90782,2025-10-17,114,星期五,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_99149,2025-10-17,114,星期五,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_52163,2025-10-18,114,星期六,開學(假日),U_A1,Unit_A1,09:00,18:00,22,196,HOUR_1783911866181_3389,2026-07-13T03:25:02.560Z
ROW_1783913102560_93881,2025-10-18,114,星期六,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_35125,2025-10-18,114,星期六,開學(假日),U_X6,Unit_X6,20:00,23:00,5,196,HOUR_1783912298626_771,2026-07-13T03:25:02.560Z
ROW_1783913102560_37175,2025-10-18,114,星期六,開學(假日),U_C1,Unit_C1,09:00,18:00,20,196,HOUR_1783912341169_4213,2026-07-13T03:25:02.560Z
ROW_1783913102560_54589,2025-10-19,114,星期日,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_50606,2025-10-19,114,星期日,開學(假日),U_X6,Unit_X6,08:00,23:00,11,196,HOUR_1783912378944_8942,2026-07-13T03:25:02.560Z
ROW_1783913102560_93610,2025-10-20,114,星期一,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_47549,2025-10-20,114,星期一,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_22649,2025-10-20,114,星期一,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_33418,2025-10-20,114,星期一,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_90388,2025-10-20,114,星期一,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_20052,2025-10-20,114,星期一,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_73145,2025-10-21,114,星期二,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_78228,2025-10-21,114,星期二,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_13909,2025-10-21,114,星期二,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_93252,2025-10-21,114,星期二,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_88602,2025-10-21,114,星期二,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_43773,2025-10-21,114,星期二,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_89388,2025-10-22,114,星期三,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_10762,2025-10-22,114,星期三,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_52035,2025-10-22,114,星期三,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_36447,2025-10-22,114,星期三,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_45381,2025-10-22,114,星期三,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_46659,2025-10-22,114,星期三,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_18969,2025-10-23,114,星期四,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_38549,2025-10-23,114,星期四,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_8872,2025-10-23,114,星期四,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_2988,2025-10-23,114,星期四,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_42869,2025-10-23,114,星期四,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_21828,2025-10-23,114,星期四,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_48860,2025-10-24,114,星期五,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_56407,2025-10-24,114,星期五,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_43672,2025-10-24,114,星期五,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_33468,2025-10-24,114,星期五,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_73342,2025-10-24,114,星期五,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_84141,2025-10-24,114,星期五,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_30431,2025-10-25,114,星期六,開學(假日),U_A1,Unit_A1,09:00,18:00,22,196,HOUR_1783911866181_3389,2026-07-13T03:25:02.560Z
ROW_1783913102560_80711,2025-10-25,114,星期六,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_34233,2025-10-25,114,星期六,開學(假日),U_X6,Unit_X6,20:00,23:00,5,196,HOUR_1783912298626_771,2026-07-13T03:25:02.560Z
ROW_1783913102560_267,2025-10-25,114,星期六,開學(假日),U_C1,Unit_C1,09:00,18:00,20,196,HOUR_1783912341169_4213,2026-07-13T03:25:02.560Z
ROW_1783913102560_76473,2025-10-26,114,星期日,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_32666,2025-10-26,114,星期日,開學(假日),U_X6,Unit_X6,08:00,23:00,11,196,HOUR_1783912378944_8942,2026-07-13T03:25:02.560Z
ROW_1783913102560_41340,2025-10-27,114,星期一,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_22154,2025-10-27,114,星期一,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_1622,2025-10-27,114,星期一,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_36667,2025-10-27,114,星期一,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_42117,2025-10-27,114,星期一,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_74444,2025-10-27,114,星期一,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_57334,2025-10-28,114,星期二,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_99446,2025-10-28,114,星期二,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_51437,2025-10-28,114,星期二,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_75996,2025-10-28,114,星期二,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_5558,2025-10-28,114,星期二,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_61643,2025-10-28,114,星期二,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_97211,2025-10-29,114,星期三,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_37928,2025-10-29,114,星期三,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_58846,2025-10-29,114,星期三,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_57250,2025-10-29,114,星期三,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_27914,2025-10-29,114,星期三,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_25194,2025-10-29,114,星期三,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_43055,2025-10-30,114,星期四,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_36186,2025-10-30,114,星期四,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_40097,2025-10-30,114,星期四,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_49785,2025-10-30,114,星期四,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_56951,2025-10-30,114,星期四,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_57052,2025-10-30,114,星期四,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_90118,2025-10-31,114,星期五,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_71108,2025-10-31,114,星期五,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_77685,2025-10-31,114,星期五,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_64035,2025-10-31,114,星期五,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_22348,2025-10-31,114,星期五,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_72239,2025-10-31,114,星期五,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_25241,2025-11-01,114,星期六,開學(假日),U_A1,Unit_A1,09:00,18:00,22,196,HOUR_1783911866181_3389,2026-07-13T03:25:02.560Z
ROW_1783913102560_94540,2025-11-01,114,星期六,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_93955,2025-11-01,114,星期六,開學(假日),U_X6,Unit_X6,20:00,23:00,5,196,HOUR_1783912298626_771,2026-07-13T03:25:02.560Z
ROW_1783913102560_72947,2025-11-01,114,星期六,開學(假日),U_C1,Unit_C1,09:00,18:00,20,196,HOUR_1783912341169_4213,2026-07-13T03:25:02.560Z
ROW_1783913102560_39484,2025-11-02,114,星期日,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_93242,2025-11-02,114,星期日,開學(假日),U_X6,Unit_X6,08:00,23:00,11,196,HOUR_1783912378944_8942,2026-07-13T03:25:02.560Z
ROW_1783913102560_45097,2025-11-03,114,星期一,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_30779,2025-11-03,114,星期一,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_38318,2025-11-03,114,星期一,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_17591,2025-11-03,114,星期一,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_83853,2025-11-03,114,星期一,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_44233,2025-11-03,114,星期一,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_10349,2025-11-04,114,星期二,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_86185,2025-11-04,114,星期二,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_81598,2025-11-04,114,星期二,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_36803,2025-11-04,114,星期二,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_65175,2025-11-04,114,星期二,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_86825,2025-11-04,114,星期二,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_15693,2025-11-05,114,星期三,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_41583,2025-11-05,114,星期三,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_18592,2025-11-05,114,星期三,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_78826,2025-11-05,114,星期三,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_69090,2025-11-05,114,星期三,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_40623,2025-11-05,114,星期三,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_73698,2025-11-06,114,星期四,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_80382,2025-11-06,114,星期四,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_74801,2025-11-06,114,星期四,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_78796,2025-11-06,114,星期四,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_89193,2025-11-06,114,星期四,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_51391,2025-11-06,114,星期四,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_32159,2025-11-07,114,星期五,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_38045,2025-11-07,114,星期五,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_82476,2025-11-07,114,星期五,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_34800,2025-11-07,114,星期五,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_17601,2025-11-07,114,星期五,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_14357,2025-11-07,114,星期五,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_68861,2025-11-08,114,星期六,開學(假日),U_A1,Unit_A1,09:00,18:00,22,196,HOUR_1783911866181_3389,2026-07-13T03:25:02.560Z
ROW_1783913102560_21055,2025-11-08,114,星期六,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_49211,2025-11-08,114,星期六,開學(假日),U_X6,Unit_X6,20:00,23:00,5,196,HOUR_1783912298626_771,2026-07-13T03:25:02.560Z
ROW_1783913102560_14397,2025-11-08,114,星期六,開學(假日),U_C1,Unit_C1,09:00,18:00,20,196,HOUR_1783912341169_4213,2026-07-13T03:25:02.560Z
ROW_1783913102560_57174,2025-11-09,114,星期日,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_25048,2025-11-09,114,星期日,開學(假日),U_X6,Unit_X6,08:00,23:00,11,196,HOUR_1783912378944_8942,2026-07-13T03:25:02.560Z
ROW_1783913102560_84325,2025-11-10,114,星期一,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_73562,2025-11-10,114,星期一,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_65353,2025-11-10,114,星期一,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_36044,2025-11-10,114,星期一,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_4233,2025-11-10,114,星期一,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_19058,2025-11-10,114,星期一,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_49984,2025-11-11,114,星期二,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_37876,2025-11-11,114,星期二,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_28296,2025-11-11,114,星期二,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_11619,2025-11-11,114,星期二,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_97962,2025-11-11,114,星期二,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_40999,2025-11-11,114,星期二,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_13068,2025-11-12,114,星期三,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_42047,2025-11-12,114,星期三,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_84249,2025-11-12,114,星期三,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_97453,2025-11-12,114,星期三,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_52294,2025-11-12,114,星期三,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_69957,2025-11-12,114,星期三,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_60132,2025-11-13,114,星期四,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_88311,2025-11-13,114,星期四,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_62089,2025-11-13,114,星期四,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_70459,2025-11-13,114,星期四,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_95533,2025-11-13,114,星期四,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_29593,2025-11-13,114,星期四,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_90225,2025-11-14,114,星期五,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_49626,2025-11-14,114,星期五,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_70124,2025-11-14,114,星期五,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_94958,2025-11-14,114,星期五,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_5869,2025-11-14,114,星期五,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_3325,2025-11-14,114,星期五,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_79290,2025-11-15,114,星期六,開學(假日),U_A1,Unit_A1,09:00,18:00,22,196,HOUR_1783911866181_3389,2026-07-13T03:25:02.560Z
ROW_1783913102560_52551,2025-11-15,114,星期六,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_24939,2025-11-15,114,星期六,開學(假日),U_X6,Unit_X6,20:00,23:00,5,196,HOUR_1783912298626_771,2026-07-13T03:25:02.560Z
ROW_1783913102560_37409,2025-11-15,114,星期六,開學(假日),U_C1,Unit_C1,09:00,18:00,20,196,HOUR_1783912341169_4213,2026-07-13T03:25:02.560Z
ROW_1783913102560_53011,2025-11-16,114,星期日,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_71995,2025-11-16,114,星期日,開學(假日),U_X6,Unit_X6,08:00,23:00,11,196,HOUR_1783912378944_8942,2026-07-13T03:25:02.560Z
ROW_1783913102560_71391,2025-11-17,114,星期一,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
